,year,title,director,cast,genre,producer,link,music
607,2016,Nunnunarvu,Mathivanan Sakthivel,"Mathivanan Sakthivel, Indira",Thriller,Sakthi Screens,/wiki/Nunnunarvu,"Mayu Ganeshan,Raj"
608,2016,Thirumaal Perumai,Gopal Ram,"Gopal Ram, Tamilmani, Vaiyapuri, Delhi Ganesh",Devotional,MGS Films,,
609,2016,Devi,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Supernatural comedy,Prabhu Deva Studios,/wiki/Devi_(2016_film),
610,2016,Rekka,Rathina Shiva,"Vijay Sethupathi, Lakshmi Menon, Kabir Duhan Singh",Action masala,Comman Man Productions,/wiki/Rekka_(film),
611,2016,Remo,Bakkiyaraj Kannan,"Sivakarthikeyan, Keerthy Suresh, Sathish",Romantic comedy,24AM Studios,/wiki/Remo_(film),
612,2016,Ammani,Lakshmy Ramakrishnan,"Lakshmy Ramakrishnan, Subbalakshmi, Nithin Sathya",Drama,Tag Entertainment,/wiki/Ammani,Indian composer
613,2016,Kagitha Kappal,S. Sivaraman,"Appukutty, Dilija, M. S. Bhaskar",Drama,Evergreen Movie International,,
614,2016,Nee Enbathu,A. R. Rahim,"Mukil, Shamja, Pandi",Romance,Try Film Productions,,
615,2016,Nenjukkulla Nee Neranjirukka,Sampathkumar–Rajendran,"Sivahari, Ameetha",Drama,S. S. Studio Production,,
616,2016,Kaashmora,Gokul,"Karthi, Nayanthara, Sri Divya",Supernatural,Dream Warrior Pictures,/wiki/Kaashmora,Santhosh Narayanan
617,2016,Kodi,R. S. Durai Senthilkumar,"Dhanush, Trisha, Anupama Parameswaran",Political thriller,Grass Root Film Company,/wiki/Kodi_(film),
618,2016,Thiraikku Vaaradha Kadhai,Thulasidas,"Nadhiya, Iniya, Eden, Subiksha",Horror,MJD Production,/wiki/Girls_(2016_film),
619,2016,Kadalai,P. Sagayasuresh,"Ma Ka Pa Anand, Aishwarya Rajesh, John Vijay, Ponvannan",Comedy,Udhayam Entertainment,/wiki/Kadalai,Sam C. S.
620,2016,Ini Avanea,Sampathraj,"Santhosh, Sasi, Ashleysha, Ruby, Pavani Reddy",Action Thriller,Tamil Thai Creations & A.N.A Movie Creations,,
621,2016,Achcham Yenbadhu Madamaiyada,Gautham Menon,"Silambarasan, Manjima Mohan, Baba Sehgal",Action Thriller,Ondraga Entertainment & Escape Artists Motion Pictures,/wiki/Achcham_Yenbadhu_Madamaiyada,A. R. Rahman
622,2016,Meen Kuzhambum Mann Paanaiyum,Amudheswar,"Kalidas Jayaram, Ashna Zaveri, Prabhu, Pooja Kumar",Comedy,Eshan Productions,/wiki/Meen_Kuzhambum_Mann_Paanaiyum,D. Imman
623,2016,Anjukku Onnu,Arviyar,"Amar, Guru Siddharth, Jerold, Megna, Umasri",Comedy,Parents Pictures,,
624,2016,Kadavul Irukaan Kumaru,M. Rajesh,"G. V. Prakash Kumar, Nikki Galrani, Anandhi, Prakash Raj",Comedy,Amma Creations,/wiki/Kadavul_Irukaan_Kumaru,"G. V. Prakash Kumar,Bobo Shashi,1 song,Karunas,1 song"
625,2016,Kavalai Vendam,Deekay,"Jiiva, Kajal Aggarwal, Bobby Simha, Sunaina",Romantic comedy,RS Infotainment,/wiki/Kavalai_Vendam,"Leon James,composer,Leon James"
626,2016,Ilami,Julian Prakash,"Yuvan, Anu Krishna, Akhil, Ravi Mariya",Historical,Joe Productions,/wiki/Ilami,Srikanth Deva
627,2016,Kannula Kaasa Kattappa,Major Gowtham,"Aravind Akash, Chandini Tamilarasan, Ashwathy Warrier",Comedy,Sugar & Spice Entertainment,/wiki/Kannula_Kaasa_Kattappa,Divakar Subramaniam
628,2016,Pattathaari,A. R. Sankar Pandi,"Abi Saravanan, Sayana Santhosh, Ambani Shankar",Comedy,Ges Movies,/wiki/Pattathaari,S. S. Kumaran
629,2016,Virumandikum Sivanandikum,Vincent Selva,"Sanjay, Arundhati Nair, Thambi Ramaiah, Robo Shankar",Comedy,Lakshmi Talkies,/wiki/Virumandikum_Sivanandikum,R. Devarajan
630,2016,Saithan,Pradeep Krishnamoorthy,"Vijay Antony, Arundhati Nair",Psychological thriller,Vijay Antony Film Corporation,/wiki/Saithan,Vijay Antony
631,2016,Azhahendra Sollukku Amudha,Nagarajan,"Rijan Suresh, Aashritha, Pattimandram Raja",Romance,Ralph Productions,,
632,2016,Maaveeran Kittu,Suseenthiran,"Vishnu Vishal, Sri Divya, Parthiban",Drama,Nallu Samy Pictures & Asian Cine Combines,/wiki/Maaveeran_Kittu,D. Imman
633,2016,Pazhaya Vannarapettai,G. Mohan,"Prajin, Richard, Nishanth, Ashmitha, Karunas",Drama,Sri Krishna Talkies,/wiki/Pazhaya_Vannarapettai,Jubin
634,2016,Atti,Vijayabhaskar,"Ma Ka Pa Anand, Ashmitha, Ramki",Comedy,Parinita Productions,/wiki/Atti_(film),
635,2016,Chennai 600028 II: Second Innings,Venkat Prabhu,"Shiva, Jai, Vaibhav, Premji, Vijay Vasanth, Aravind Akash, Nithin Sathya, Ajay Raj, Mahat Raghavendra",Sports Comedy,Black Ticket Company,/wiki/Chennai_600028_II:_Second_Innings,"Yuvan Shankar Raja,Yuvan Shankar Raja,Premji Amaren,Bhavatharini"
636,2016,Parandhu Sella Vaa,Dhanapal Padmanabhan,"Luthfudeen, Aishwarya Rajesh, Narelle Kheng, Karunakaran, Sathish, RJ Balaji",Romantic comedy,8 Point Entertainment,/wiki/Parandhu_Sella_Vaa,Joshua Sridhar
637,2016,Andaman,Aadhavan,"Richard, Manochitra, Kannadasan, Manobala, Vaiyapuri",Romance,Sudha Movie Creations,,
638,2016,Veera Sivaji,Ganesh Vinayak,"Vikram Prabhu, Shamili, John Vijay",Action,Madras Enterprises,/wiki/Veera_Sivaji,D. Imman
639,2016,Balle Vellaiyathevaa,Prakash,"M. Sasikumar, Tanya, Kovai Sarala, Sangili Murugan",Comedy,Company Productions,/wiki/Balle_Vellaiyathevaa,Darbuka Siva
640,2016,Kaththi Sandai,Suraj,"Vishal, Tamannaah, Jagapati Babu, Vadivelu",Action masala,Madras Enterprises,/wiki/Kaththi_Sandai,Hiphop Tamizha
641,2016,Manal Kayiru 2,Madhan Kumar,"Ashwin Shekhar, Poorna, S. Ve. Sekhar, Visu",Comedy drama,Sri Thenandal Films,/wiki/Manal_Kayiru_2,Dharan Kumar
642,2016,Ner Mugam,Murali Krishna,"Rafee, Meera Nandan, Meenakshi, Pandiarajan",Action,Hi-Tech Pictures,,
643,2016,Dhuruvangal Pathinaaru,Karthick Naren,"Rahman, Ashwin Kumar, Prakash Raghavan, Santhosh Krishna, Yaashika Aanand",Crime thriller,Knight Nostalgia Filmotainment & Venus Infotainment,/wiki/Dhuruvangal_Pathinaaru,Jakes Bejoy
644,2016,Achamindri,Rajapandi,"Vijay Vasanth, Srushti Dange, Samuthirakani, Saranya Ponvannan",Action drama,Triple V Records,/wiki/Achamindri,Premgi Amaren
645,2016,Adhiran,J. V. Mohan,"Suresh Kumar, Sanjana, Shreeram, Fathima",Drama,B Movies,,
646,2016,Eganapuram,V. Suresh Natchatra,"V. Ravi, Jothisha Ammu, Rithu Rajasimman",Drama,VR Movies International,,
647,2016,Kandadhai Sollugiren,B. Lenin,"Poo Ramu, Anand, Janaki, Karuna, Jeniffer",Drama,Buddha Pictures & JSK Film Corporation,,
648,2016,Meow,Chinnas Palanisamy,"R. Raja, Gayathri Iyer",Comedy thriller,Global Woods Movies,,
649,2016,Mo,Bhuvan Nallan,"Suresh Ravi, Aishwarya Rajesh, Pooja Devariya, Ramesh Thilak",Horror comedy,Moment Entertainment & Infotainment Ltd,/wiki/Mo_(2016_film),
650,2016,Thalaiyatti Bommai,Bagavathi Bala,"Ramesh, Tanvi, Meera Krishnan",Horror comedy,S Films,,
651,2015,Thiru Vi Ka Poonga,Senthil,"Senthil, Swathi Shanmugam",Drama,The Budget Film Company,/w/index.php?title=Thiru_Vi_Ka_Poonga&action=edit&redlink=1,
652,2015,Virudhalaam Pattu,R. Jayakanthan,"Hemanth Kumar, Saniya Srivastav",Romance,Tamizh Thai Productions,/w/index.php?title=Virudhalaam_Pattu&action=edit&redlink=1,
653,2015,Vishayam Veliye Theriya Koodadhu,A. Raagaventira,"Sentrayan, Ranga",Thriller,Open Eye Theatres,/w/index.php?title=Vishayam_Veliye_Theriya_Koodadhu&action=edit&redlink=1,
654,2015,Kizhakke Udhiththa Kaadhal,K. Muni Shankar,"Aariyan, Lisha, Sumalatha",Comedy drama,Faceon Mediya,/w/index.php?title=Kizhakke_Udhiththa_Kaadhal&action=edit&redlink=1,
655,2015,Vettaiyadu,K. S. Vijayabalan,"Vidiyal Raju, Udhayathara, Hari, Prajwal Poovaiah",Drama,Shoundaryan Pictures,/w/index.php?title=Vettaiyadu&action=edit&redlink=1,
656,2015,I,Shankar,"Vikram, Amy Jackson, Suresh Gopi, Upen Patel",Romantic thriller,Aascar Film,/wiki/I_(film),
657,2015,Aambala,Sundar C.,"Vishal, Hansika Motwani, Prabhu",Action masala,Vishal Film Factory,/wiki/Aambala,Hiphop Tamizha
658,2015,Darling,Sam Anton,"G. V. Prakash Kumar, Nikki Galrani, Karunas, Srushti Dange",Horror comedy,Studio GreenGeetha Arts,/wiki/Darling_(2015_Tamil_film),
659,2015,Appavi Kateri,Ali Akbar,"Rafiq, Meera, Vimal",Horror,Gopikaa Movie Makers,/w/index.php?title=Appavi_Kateri&action=edit&redlink=1,
660,2015,Aroopam,Vincent Jayaraj,"Deva, Darshitha",Thriller,Raana Pictures,/w/index.php?title=Aroopam&action=edit&redlink=1,
661,2015,Thottal Thodarum,Cable Shankar,"Thaman Kumar, Arundhati",Romantic thriller,FCS Creations,/wiki/Thottal_Thodarum,P. C. Shivan
662,2015,Dharani,Guhan Sambantham,"Aari, Elango Kumaravel, Ajay Krishna, Sandra Amy, Varunika",Action drama,Dream Factory,/wiki/Dharani_(film),
663,2015,Isai,S. J. Surya,"S. J. Surya, Sathyaraj, Savithri",Psychological thriller,SS Productions,/wiki/Isai,S. J. Surya
664,2015,Killadi,A. Venkatesh,"Bharath, Nila",Action masala,Sri Saravana Creations,/wiki/Killadi,Srikanth Deva
665,2015,Pulan Visaranai 2,R. K. Selvamani,"Prashanth, Karthika Mathew, Ashwini, R. K.",Crime thriller,I. V. Cine Productions,/wiki/Pulan_Visaranai_2,Joshua Sridhar
666,2015,Touring Talkies,S. A. Chandrasekhar,"S. A. Chandrasekhar, Papri Ghosh, Abi Saravanan, Gayatri Rema",Romantic thriller,Staar Makers,/wiki/Touring_Talkies,Ilaiyaraaja
667,2015,Yennai Arindhaal,Gautham Menon,"Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty",Action drama,Sri Sai Ram Creations,/wiki/Yennai_Arindhaal,Harris Jayaraj
668,2015,Ponge Ezhu Manohara,Ramesh Rangasamy,"Irfan, Arundathi Nair, Archana Vishwanath",Romantic comedy,Banyan Movies,,
669,2015,Anegan,K. V. Anand,"Dhanush, Amyra Dastur, Karthik",Romantic thriller,AGS Entertainment,/wiki/Anegan,Harris Jayaraj
670,2015,Mandodhari,Sampath,"Ranjith, Amar, Dhareena",Horror,Milestone Films,/w/index.php?title=Mandodhari&action=edit&redlink=1,
671,2015,Manitha Kadhal Alla,Agni,"Agni, Tarushi, Nassar",Romance,BlackSea Movies,/w/index.php?title=Manitha_Kadhal_Alla&action=edit&redlink=1,
672,2015,K3,M. S. Annadurai,"Vimal Raja, Aadhira",Thriller,Magic Media,/w/index.php?title=K3_(film)&action=edit&redlink=1,
673,2015,Sandamarutham,A. Venkatesh,"Sarath Kumar, Meera Nandan, Oviya",Action,Magic Frames,/wiki/Sandamarutham,James Vasanthan
674,2015,Tamiluku En Ondrai Aluthavum,Ram Prakash Rayappa,"Attakathi Dinesh, Nakul, Bindu Madhavi, Aishwarya Dutta",Social thriller,VLS Rock Cinema,/wiki/Tamiluku_En_Ondrai_Aluthavum,S. Thaman
675,2015,Ettuthikkum Madhayaanai,K. S. Thangasamy,"Sathya, Sreemukhi",Action,Raattinam Pictures,/wiki/Ettuthikkum_Madhayaanai,Manu Ramesan
676,2015,Kaaki Sattai,"R. S. Durai Senthilkumar,","Sivakarthikeyan, Sri Divya, Prabhu",Comedy masala,Wunderbar Films,/wiki/Kaaki_Sattai,Anirudh Ravichander
677,2015,Manal Nagaram,Oru Thalai Raagam Shankar,"Prajin, Gautham Krishna, Thanishka, Varuna Shetty",Romantic drama,DJM Associates,/wiki/Manal_Nagaram,Rinil Gowtham
678,2015,Vajram,Ramesh Selvan,"Sree Raam, Kishore, Pandi, Bhavani Reddy",Comedy drama,Sri Sairam Film Factory,/wiki/Vajram_(2015_film),
679,2015,Bench Talkies - The First Bench,Six directors,"Vijay Sethupathi, Sananth Reddy",Anthology,Stone Bench Creations,/wiki/Bench_Talkies_-_The_First_Bench,
680,2015,En Vazhi Thani Vazhi,Shaji Kailas,"R. K., Poonam Kaur, Meenakshi Dixit",Action,Makkal Paasarai,/wiki/En_Vazhi_Thani_Vazhi_(2015_film),
681,2015,Enakkul Oruvan,Prasad Ramar,"Siddharth, Deepa Sannidhi, Srushti Dange",Psychological thriller,Thirukumaran EntertainmentABI TCS Studios,/wiki/Enakkul_Oruvan_(2015_film),
682,2015,JK Enum Nanbanin Vaazhkai(Direct-to-video),Cheran,"Sharwanand, Nithya Menen, Prakash Raj",Drama,Dream Theatres,/wiki/JK_Enum_Nanbanin_Vaazhkai,
683,2015,Maha Maha,Mathivanan Sakthivel,"Mathivanan Sakthivel, Melisha",Romantic thriller,Sakthi Screens,/wiki/Maha_Maha,Pavalar Shiva
684,2015,Rombha Nallavan Da Nee,A. Venkatesh,"Mirchi Senthil, Sruthi Bala, Sarvajeeth",Comedy,Rendezvous Movie Makers,/wiki/Rombha_Nallavan_Da_Nee,Ram Surender
685,2015,Serndhu Polama,Anil Kumar,"Vinay, Madhuurima, Preethi Christina Paul",Romance,Dream Factory,/wiki/Serndhu_Polama,Vishnu Mohan
686,2015,Thoppi,Youreka,"Murali Ram, Rakshaya Raj",Romantic drama,Nimo Productions,/w/index.php?title=Thoppi&action=edit&redlink=1,
687,2015,Aivarattam,Mithun Manikkam,"Dushyanth Jayaprakash, Niranjan Jayaprakash, Nithya Shetty, Jayaprakash",Sports drama,The Vibrant Movies,/wiki/Aivarattam,Swaminathan
688,2015,Ivanuku Thannila Gandam,S. N. Sakthivel,"Deepak Dinkar, Neha Ratnakaran, Rajendran",Comedy,VVR Cine Mask,/wiki/Ivanuku_Thannila_Gandam,A7
689,2015,Katham Katham,Babu Thooyavan,"Nandha, Natraj, Sanam Shetty, Sharika",Action,Appu Movies,/wiki/Katham_Katham,Taj Noor
690,2015,Mahabalipuram,Don Sandy,"Vinayak, Vithika Sheru, Karunakaran, Ramesh Thilak, Angana Roy",Comedy drama,Studio 9 ProductionsClapboard Movies,/wiki/Mahabalipuram_(film),
691,2015,Rajathandhiram,AG Amid,"Veera, Regina Cassandra",Heist,Sunland CinemasWhite Bucket Productions,/wiki/Rajathandhiram,"G. V. Prakash Kumar,Sandeep Chowta"
692,2015,Sonna Pocchu,Sairam,"Alagu, Gopika, Lakshmi",Horror,Aim High Creations,/w/index.php?title=Sonna_Pocchu&action=edit&redlink=1,
693,2015,Thavarana Pathai,Sri Arun,"Surya Teja, Naveena Jackson, Surabhi Swathi, Giridhar",Romantic thriller,Devakala Films,/w/index.php?title=Thavarana_Pathai&action=edit&redlink=1,
694,2015,Vaanavil Vaazhkai,James Vasanthan,"Jose Selvaraj, Janani Rajan, Jithi, Cassandra, Jonathan, Sai Shankar, Shilvi Sharon, Maya, Gaana Shiva",Musical,Oceanaa AJR Cine Arts,/wiki/Vaanavil_Vaazhkai,James Vasanthan
695,2015,Aaya Vada Sutta Kadhai,N. Phanindra,"Avitej, Supurna, Manoharan K., Sai Prashanth",Comedy,Pixl Films,/w/index.php?title=Aaya_Vada_Sutta_Kadhai&action=edit&redlink=1,
696,2015,Agathinai,U. P. Marudhu,"Mahima Nambiar, Aadukalam Naren, Varma",Drama,Sri Harini Pictures,/wiki/Agathinai,Maria Manohar
697,2015,Iravum Pagalum Varum,Balasriram,"Mahesh, Ananya",Romantic thriller,Sky Dot Films,/wiki/Iravum_Pagalum_Varum,Dhina
698,2015,Kadavul Paathi Mirugam Paathi,Raaj-Suresh,"Raj Zacharias, Sethu, Swetha Vijay, Pooja Umashankar",Drama,Celebs & Red Carpet Studios,/wiki/Kadavul_Paathi_Mirugam_Paathi,Rahul Raj
699,2015,Kallappadam,J. Vadivel,"Vadivel, Lakshmi Priyaa Chandramouli, Sreerama Santhosh, Gaugin",Thriller,Iraivan Films,/wiki/Kallappadam,Indian composer
700,2015,Kaala Kattam,K. Bhaskar,"Pawan, Satyashri",Romance,Jai Indra Movies,/w/index.php?title=Kaala_Kattam&action=edit&redlink=1,
701,2015,Mooch,Vinu Bharathi,"Nithin George, Misha Ghoshal, Jayaraj, Abhi, Diya, Suhasini, Vellore Girija",Horror,Great B Productions,/w/index.php?title=Mooch_(film)&action=edit&redlink=1,
702,2015,Patra,Jayantan,"Mithun Dev, Vaidehi",Action drama,GK Cinemas,/w/index.php?title=Patra_(film)&action=edit&redlink=1,
703,2015,Thilagar,B. Perumal Pillai,"Dhruvva, Mrudhula Bhaskar, Kishore",Action drama,Anger Print,/wiki/Thilagar,"Kannan,Kannan"
704,2015,Vethu Vaettu,S. Manibarathi,"Harish, Malavika Menon, Ganja Karuppu",Romance,Vivin Movie,/w/index.php?title=Vethu_Vaettu&action=edit&redlink=1,
705,2015,Charles Shafiq Karthiga,Sathiya Moorthy Saravanan,"Sharran Kumar, Mishal, Jai Quehaeni, Narayan Lucky, Vimal Antony",Thriller,SS Film Factory,/wiki/Charles_Shafiq_Karthiga,Sidhartha Mohan
706,2015,Manadhil Oru Maatram,Janaa Venkat,"Madhan, Spoorthi Suresh",Romance,Kotrak Films,/w/index.php?title=Manadhil_Oru_Maatram&action=edit&redlink=1,
707,2015,Nadhigal Nanaivadhillai,Nanjil P. C. Anbazhahan,"Pranav, Monica, Risha",Romance,Saraswathi Entertainment,/w/index.php?title=Nadhigal_Nanaivadhillai&action=edit&redlink=1,
708,2015,Sarithram Pesu,Sri Mahesh,"Dr. Saravanan, Kannika, Kiruba, Yogeshwaran Bose",Drama,Ayyanar Films,/w/index.php?title=Sarithram_Pesu&action=edit&redlink=1,
709,2015,Valiyavan,M. Saravanan,"Jai, Andrea Jeremiah",Action,SK Studios,/wiki/Valiyavan,D. Imman
710,2015,Komban,Muthiah,"Karthi, Lakshmi Menon, Rajkiran",Action drama,Studio Green,/wiki/Komban,G. V. Prakash Kumar
711,2015,Nannbenda,Jagdish,"Udhayanidhi Stalin, Nayantara, Santhanam",Romantic comedy,Red Giant Movies,/wiki/Nannbenda,Harris Jayaraj
712,2015,Sagaptham,Surendran,"Shanmugapandian, Neha Hinge, Shubra Aiyappa",Action,Captain Cine Creations,/wiki/Sagaptham,Karthik Raja
713,2015,Chennai Ungalai Anbudan Varaverkirathu,Marudhu Pandian,"Bobby Simha, Lingaa, Prapanjayan, Saranya, Panimalar, Nisha Krishnan",Drama,ATM Productions,/wiki/Chennai_Ungalai_Anbudan_Varaverkirathu,"Camlin,Raja"
714,2015,Thunai Mudhalvar,R. Vivekanand,"K. Bhagyaraj, Jayaram, Shwetha Menon, Sandhya",Satire,Anugrahada Art Films,/wiki/Thunai_Mudhalvar,"Jai,Balaji,PradeepHarish,Jai"
715,2015,Kanchana 2,Raghava Lawrence,"Raghava Lawrence, Taapsee Pannu, Nithya Menen",Horror comedy,Raghavendra Productions,/wiki/Kanchana_2,"S. Thaman,Leon James,composer,Leon James,S. Thaman,C. Sathya,Ashwamithra"
716,2015,O Kadhal Kanmani,Mani Ratnam,"Dulquer Salmaan, Nithya Menen, Prakash Raj, Leela Samson",Romance,Madras Talkies,/wiki/O_Kadhal_Kanmani,"A. R. Rahman,A. R. Rahman,Qutub,Kripa"
717,2015,Iridiyam,Sai Mukhunthan,"Mohan Kumar, Aarushi, Vijay Adith, Jangiri Madhumitha, Srinivasan",Action comedy,Quadra Movies,/w/index.php?title=Iridiyam&action=edit&redlink=1,
718,2015,Kangaroo,Samy,"Arjuna, Varsha Ashwathi, Sri Priyanka",Adventure,V House Productions,/wiki/Kangaroo_(2015_film),
719,2015,Neethane En Kovil,N. Pathu,"Pathu, Nagaraj",Romance,Nagu Creations,/w/index.php?title=Neethane_En_Kovil&action=edit&redlink=1,
720,2015,Yoogan,G. Kamal,"Yashmith, Siddhu GRN, Sakshi Agarwal, Pradeep Balaji, Shyam Kirthivasan",Horror,Twins Production,/wiki/Yoogan,"Rashaanth Arwin,Alex Premnath"
721,2015,Vai Raja Vai,Aishwarya R. Dhanush,"Gautham Karthik, Priya Anand, Vivek, Daniel Balaji, Taapsee Pannu",Thriller,AGS Entertainment,/wiki/Vai_Raja_Vai,Yuvan Shankar Raja
722,2015,Uttama Villain,Ramesh Aravind,"Kamal Haasan, K. Balachander, Urvashi, Andrea Jeremiah, Pooja Kumar",Comedy drama,Thirrupathi BrothersRaaj Kamal Films International,/wiki/Uttama_Villain,Ghibran
723,2015,India Pakistan,N. Anand,"Vijay Antony, Sushma Raj",Comedy,Vijay Antony Film Corporation,/wiki/India_Pakistan,Deena Devrajan
724,2015,Kadhal Ilavasam,S. R. Balakrishnan,"B. Ganesh, Jshmitha",Romance,Santhya Creations,/w/index.php?title=Kadhal_Ilavasam&action=edit&redlink=1,
725,2015,MGR Sivaji Rajini Kamal,Robert,"Robert, Suresh, Manoj, Ramji, Aishwarya, Nirosha, Vanitha",Comedy,Vanitha Film Production,/wiki/MGR_Sivaji_Rajini_Kamal,Srikanth Deva
726,2015,36 Vayadhinile,Rosshan Andrrews,"Jyothika, Rahman, Abhirami",Drama,2D Entertainment,/wiki/36_Vayadhinile,Santhosh Narayanan
727,2015,Purampokku Engira Podhuvudamai,S. P. Jananathan,"Arya, Vijay Sethupathi, Shaam, Karthika Nair",Political thriller,UTV Motion Pictures,/wiki/Purampokku_Engira_Podhuvudamai,"Varshan Sathish,soundtrack,Srikanth Deva"
728,2015,Demonte Colony,Ajay Gnanamuthu,"Arulnithi, Ramesh Thilak, Sananth Reddy",Horror,Mohana Movies,/wiki/Demonte_Colony,"Keba Jeremiah,S. Chinna"
729,2015,Kamara Kattu,Ramki Ramakrishnan,"Sree Raam, Yuvan, Manishajith, Raksha Raj",Drama,"Sree Daksha Innovations,Reves Creations",/w/index.php?title=Kamara_Kattu&action=edit&redlink=1,
730,2015,Nanbargal Narpani Mandram,Radha Bharathi,"Jainath, Akshaya",Drama,Sri Annamalaiyar Movies,/w/index.php?title=Nanbargal_Narpani_Mandram&action=edit&redlink=1,
731,2015,Siruvani,Ragunath,"Sanjay, Aishwari",Romance,Marudhamalai Films,/w/index.php?title=Siruvani_(film)&action=edit&redlink=1,
732,2015,Thiranthidu Seese,M. Nimesh Varshan,"Dhansika, Veeravan Stalin, Narayan Lucky, Anjena Kirti",Thriller,Sudhas Production,/wiki/Thiranthidu_Seese,Ganesh Raghavendra
733,2015,Vindhai,Laura,"Mahendran, Manishajith, M. S. Bhaskar, Manobala",Comedy,Annai Pudhumai Madha Films,/w/index.php?title=Vindhai&action=edit&redlink=1,
734,2015,Iruvar Ondranal,Anbu G.,"P. R. Prabhu, Krithika Malini",Romance,Ramana Arts,/w/index.php?title=Iruvar_Ondranal&action=edit&redlink=1,
735,2015,Masss,Venkat Prabhu,"Suriya, Nayantara, Pranitha, Parthiban, Samuthirakani",Supernatural thriller,Aadnah Arts,/wiki/Masss,Yuvan Shankar Raja
736,2015,Soan Papdi,Sivani,"Sri, Sahil, Niranjana, Priya",Comic thriller,Golden Movie Maker,/wiki/Soan_Papdi_(film),
737,2015,Buddhanin Sirippu,Victor Davidson,"Samuthirakani, Mahesh, Vivek, Mithra Kurian",Drama,Sakaria Productions,/wiki/Buddhanin_Sirippu,"Alimirzaq,F. Faizal"
738,2015,Dhegam Sudukuthu,K. P. Ganesh,"Vijay Kumar, Kalyani",Adult,KCV Films,/w/index.php?title=Dhegam_Sudukuthu&action=edit&redlink=1,
739,2015,Kaaka Muttai,M. Manikandan,"Vignesh, Ramesh, Aishwarya Rajesh",Comedy drama,Wunderbar FilmsGrass Root Film Company,/wiki/Kaaka_Muttai,G. V. Prakash Kumar
740,2015,Kathamma,M. D. Sukumaran,"Biju, Aathira, Ashok Raj, Shivaji Mallika",Drama,Bougainvillea Films,/w/index.php?title=Kathamma&action=edit&redlink=1,
741,2015,Puriyadha Anandam Puthithaga Arambam,Syed Ibrahim,"Krish, Srushti Dange",Romance,Rowther Films,/wiki/Puriyadha_Anandam_Puthithaga_Arambam,A. R. Reihana
742,2015,Inimey Ippadithan,Muruganand,"Santhanam, Ashna Zaveri, Akhila Kishore",Comedy,Handmade Films,/wiki/Inimey_Ippadithan,"Santhosh Dhayanidhi,Santhosh Kumar Dhayanidhi"
743,2015,Romeo Juliet,Lakshman,"Jayam Ravi, Hansika Motwani",Romantic comedy,Madras Enterprises,/wiki/Romeo_Juliet_(2015_film),
744,2015,Achaaram,Mohan Krishna,"Ganesh Venkatraman, Munna, Poonam Kaur",Crime thriller,Dhaaru Nisha Movies,/wiki/Achaaram,Srikanth Deva
745,2015,Eli,Yuvaraj Dhayalan,"Vadivelu, Sadha, Pradeep Rawat",Spy comedy,City Cine Creations,/wiki/Eli_(2015_film),
746,2015,Iru Kadhal Oru Kadhai,P. Panneerselvam,"Jana, Anu Krishna",Romance,TJ Movies,/w/index.php?title=Iru_Kadhal_Oru_Kadhai&action=edit&redlink=1,
747,2015,Iyakkunar,Rajath,"Rajath, Ashmitha, Risha, Shruti Swastika",Comedy,Jayalakshmi Golden Jubilee Films,/w/index.php?title=Iyakkunar&action=edit&redlink=1,
748,2015,Indru Netru Naalai,Ravi Kumar R.,"Vishnu, Miya, Karunakaran",Science-fiction comedy,Thirukumaran Entertainment,/wiki/Indru_Netru_Naalai,Hiphop Tamizha
749,2015,Kaaval,Nagendran R.,"Vimal, Samuthirakani, 'Punnagai Poo' Gheetha",Action,SG Films,/wiki/Kaaval,"G. V. Prakash Kumar,soundtrack,Dharan Kumar"
750,2015,Lodukku Pandi,Rajneesh,"Karunas, Neha Saxena",Comedy,G Pictures,/w/index.php?title=Lodukku_Pandi&action=edit&redlink=1,
751,2015,Moone Moonu Varthai,Madhumitha,"Arjun Chidambaram, Aditi Chengappa, Venkatesh Harinathan",Romantic comedy,Capital Film Works,/wiki/Moone_Moonu_Varthai,Karthikeya Murthy
752,2015,Yagavarayinum Naa Kaakka,Sathya,"Aadhi, Nikki Galrani, Mithun Chakraborty, Richa Pallod",Action drama,Adharsha Chitralaya,/wiki/Yagavarayinum_Naa_Kaakka,Prasan Praveen Shyam
753,2015,Baby,D. Suresh,"Manoj K. Bharathi, Shira Gaarg, Baby Sathanya, Srivarshini",Horror,RK Entertainers,/wiki/Baby_(2015_Tamil_film),
754,2015,Oru Thozhan Oru Thozhi,P. Mohan,"Meenesh Krishna, Mano Deepan, Asthra, Abinitha",Romance,Ghantharvaa Celluloids Creators,/w/index.php?title=Oru_Thozhan_Oru_Thozhi&action=edit&redlink=1,
755,2015,Palakkattu Madhavan,M. Chandramohan,"Vivek, Sonia Agarwal, Sheela",Comedy drama,ABC Dreams,/wiki/Palakkattu_Madhavan,Srikanth Deva
756,2015,Papanasam,Jeethu Joseph,"Kamal Haasan, Gautami, Niveda Thomas, Asha Sarath",Drama-thriller,Wide Angle CreationsRaj Kumar Theatres,/wiki/Papanasam_(film),
