,year,title,director,cast,genre,producer
409,2015,Pulan Visaranai 2,R. K. Selvamani,"Prashanth, Karthika Mathew, Ashwini, R. K.",Crime thriller,I. V. Cine Productions
410,2015,Touring Talkies,S. A. Chandrasekhar,"S. A. Chandrasekhar, Papri Ghosh, Abi Saravanan, Gayatri Rema",Romantic thriller,Staar Makers
411,2015,Yennai Arindhaal,Gautham Menon,"Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty",Action drama,Sri Sai Ram Creations
412,2015,Ponge Ezhu Manohara,Ramesh Rangasamy,"Irfan, Arundathi Nair, Archana Vishwanath",Romantic comedy,Banyan Movies
413,2015,Anegan,K. V. Anand,"Dhanush, Amyra Dastur, Karthik",Romantic thriller,AGS Entertainment
414,2015,Mandodhari,Sampath,"Ranjith, Amar, Dhareena",Horror,Milestone Films
415,2015,Manitha Kadhal Alla,Agni,"Agni, Tarushi, Nassar",Romance,BlackSea Movies
416,2015,K3,M. S. Annadurai,"Vimal Raja, Aadhira",Thriller,Magic Media
417,2015,Sandamarutham,A. Venkatesh,"Sarath Kumar, Meera Nandan, Oviya",Action,Magic Frames
418,2015,Tamiluku En Ondrai Aluthavum,Ram Prakash Rayappa,"Attakathi Dinesh, Nakul, Bindu Madhavi, Aishwarya Dutta",Social thriller,VLS Rock Cinema
419,2015,Ettuthikkum Madhayaanai,K. S. Thangasamy,"Sathya, Sreemukhi",Action,Raattinam Pictures
420,2015,Kaaki Sattai,"R. S. Durai Senthilkumar,","Sivakarthikeyan, Sri Divya, Prabhu",Comedy masala,Wunderbar Films
421,2015,Manal Nagaram,Oru Thalai Raagam Shankar,"Prajin, Gautham Krishna, Thanishka, Varuna Shetty",Romantic drama,DJM Associates
422,2015,Vajram,Ramesh Selvan,"Sree Raam, Kishore, Pandi, Bhavani Reddy",Comedy drama,Sri Sairam Film Factory
423,2015,Bench Talkies - The First Bench,Six directors,"Vijay Sethupathi, Sananth Reddy",Anthology,Stone Bench Creations
424,2015,En Vazhi Thani Vazhi,Shaji Kailas,"R. K., Poonam Kaur, Meenakshi Dixit",Action,Makkal Paasarai
425,2015,Enakkul Oruvan,Prasad Ramar,"Siddharth, Deepa Sannidhi, Srushti Dange",Psychological thriller,Thirukumaran EntertainmentABI TCS Studios
426,2015,JK Enum Nanbanin Vaazhkai(Direct-to-video),Cheran,"Sharwanand, Nithya Menen, Prakash Raj",Drama,Dream Theatres
427,2015,Maha Maha,Mathivanan Sakthivel,"Mathivanan Sakthivel, Melisha",Romantic thriller,Sakthi Screens
428,2015,Rombha Nallavan Da Nee,A. Venkatesh,"Mirchi Senthil, Sruthi Bala, Sarvajeeth",Comedy,Rendezvous Movie Makers
429,2015,Serndhu Polama,Anil Kumar,"Vinay, Madhuurima, Preethi Christina Paul",Romance,Dream Factory
430,2015,Thoppi,Youreka,"Murali Ram, Rakshaya Raj",Romantic drama,Nimo Productions
431,2015,Aivarattam,Mithun Manikkam,"Dushyanth Jayaprakash, Niranjan Jayaprakash, Nithya Shetty, Jayaprakash",Sports drama,The Vibrant Movies
432,2015,Ivanuku Thannila Gandam,S. N. Sakthivel,"Deepak Dinkar, Neha Ratnakaran, Rajendran",Comedy,VVR Cine Mask
433,2015,Katham Katham,Babu Thooyavan,"Nandha, Natraj, Sanam Shetty, Sharika",Action,Appu Movies
434,2015,Mahabalipuram,Don Sandy,"Vinayak, Vithika Sheru, Karunakaran, Ramesh Thilak, Angana Roy",Comedy drama,Studio 9 ProductionsClapboard Movies
435,2015,Rajathandhiram,AG Amid,"Veera, Regina Cassandra",Heist,Sunland CinemasWhite Bucket Productions
436,2015,Sonna Pocchu,Sairam,"Alagu, Gopika, Lakshmi",Horror,Aim High Creations
437,2015,Thavarana Pathai,Sri Arun,"Surya Teja, Naveena Jackson, Surabhi Swathi, Giridhar",Romantic thriller,Devakala Films
438,2015,Vaanavil Vaazhkai,James Vasanthan,"Jose Selvaraj, Janani Rajan, Jithi, Cassandra, Jonathan, Sai Shankar, Shilvi Sharon, Maya, Gaana Shiva",Musical,Oceanaa AJR Cine Arts
439,2015,Aaya Vada Sutta Kadhai,N. Phanindra,"Avitej, Supurna, Manoharan K., Sai Prashanth",Comedy,Pixl Films
440,2015,Agathinai,U. P. Marudhu,"Mahima Nambiar, Aadukalam Naren, Varma",Drama,Sri Harini Pictures
441,2015,Iravum Pagalum Varum,Balasriram,"Mahesh, Ananya",Romantic thriller,Sky Dot Films
442,2015,Kadavul Paathi Mirugam Paathi,Raaj-Suresh,"Raj Zacharias, Sethu, Swetha Vijay, Pooja Umashankar",Drama,Celebs & Red Carpet Studios
443,2015,Kallappadam,J. Vadivel,"Vadivel, Lakshmi Priyaa Chandramouli, Sreerama Santhosh, Gaugin",Thriller,Iraivan Films
444,2015,Kaala Kattam,K. Bhaskar,"Pawan, Satyashri",Romance,Jai Indra Movies
445,2015,Mooch,Vinu Bharathi,"Nithin George, Misha Ghoshal, Jayaraj, Abhi, Diya, Suhasini, Vellore Girija",Horror,Great B Productions
446,2015,Patra,Jayantan,"Mithun Dev, Vaidehi",Action drama,GK Cinemas
447,2015,Thilagar,B. Perumal Pillai,"Dhruvva, Mrudhula Bhaskar, Kishore",Action drama,Anger Print
448,2015,Vethu Vaettu,S. Manibarathi,"Harish, Malavika Menon, Ganja Karuppu",Romance,Vivin Movie
449,2015,Charles Shafiq Karthiga,Sathiya Moorthy Saravanan,"Sharran Kumar, Mishal, Jai Quehaeni, Narayan Lucky, Vimal Antony",Thriller,SS Film Factory
450,2015,Manadhil Oru Maatram,Janaa Venkat,"Madhan, Spoorthi Suresh",Romance,Kotrak Films
451,2015,Nadhigal Nanaivadhillai,Nanjil P. C. Anbazhahan,"Pranav, Monica, Risha",Romance,Saraswathi Entertainment
452,2015,Sarithram Pesu,Sri Mahesh,"Dr. Saravanan, Kannika, Kiruba, Yogeshwaran Bose",Drama,Ayyanar Films
453,2015,Valiyavan,M. Saravanan,"Jai, Andrea Jeremiah",Action,SK Studios
454,2015,Komban,Muthiah,"Karthi, Lakshmi Menon, Rajkiran",Action drama,Studio Green
455,2015,Nannbenda,Jagdish,"Udhayanidhi Stalin, Nayantara, Santhanam",Romantic comedy,Red Giant Movies
456,2015,Sagaptham,Surendran,"Shanmugapandian, Neha Hinge, Shubra Aiyappa",Action,Captain Cine Creations
457,2015,Chennai Ungalai Anbudan Varaverkirathu,Marudhu Pandian,"Bobby Simha, Lingaa, Prapanjayan, Saranya, Panimalar, Nisha Krishnan",Drama,ATM Productions
458,2015,Thunai Mudhalvar,R. Vivekanand,"K. Bhagyaraj, Jayaram, Shwetha Menon, Sandhya",Satire,Anugrahada Art Films
459,2015,Kanchana 2,Raghava Lawrence,"Raghava Lawrence, Taapsee Pannu, Nithya Menen",Horror comedy,Raghavendra Productions
460,2015,O Kadhal Kanmani,Mani Ratnam,"Dulquer Salmaan, Nithya Menen, Prakash Raj, Leela Samson",Romance,Madras Talkies
461,2015,Iridiyam,Sai Mukhunthan,"Mohan Kumar, Aarushi, Vijay Adith, Jangiri Madhumitha, Srinivasan",Action comedy,Quadra Movies
462,2015,Kangaroo,Samy,"Arjuna, Varsha Ashwathi, Sri Priyanka",Adventure,V House Productions
463,2015,Neethane En Kovil,N. Pathu,"Pathu, Nagaraj",Romance,Nagu Creations
464,2015,Yoogan,G. Kamal,"Yashmith, Siddhu GRN, Sakshi Agarwal, Pradeep Balaji, Shyam Kirthivasan",Horror,Twins Production
465,2015,Vai Raja Vai,Aishwarya R. Dhanush,"Gautham Karthik, Priya Anand, Vivek, Daniel Balaji, Taapsee Pannu",Thriller,AGS Entertainment
466,2015,Uttama Villain,Ramesh Aravind,"Kamal Haasan, K. Balachander, Urvashi, Andrea Jeremiah, Pooja Kumar",Comedy drama,Thirrupathi BrothersRaaj Kamal Films International
467,2015,India Pakistan,N. Anand,"Vijay Antony, Sushma Raj",Comedy,Vijay Antony Film Corporation
468,2015,Kadhal Ilavasam,S. R. Balakrishnan,"B. Ganesh, Jshmitha",Romance,Santhya Creations
469,2015,MGR Sivaji Rajini Kamal,Robert,"Robert, Suresh, Manoj, Ramji, Aishwarya, Nirosha, Vanitha",Comedy,Vanitha Film Production
470,2015,36 Vayadhinile,Rosshan Andrrews,"Jyothika, Rahman, Abhirami",Drama,2D Entertainment
471,2015,Purampokku Engira Podhuvudamai,S. P. Jananathan,"Arya, Vijay Sethupathi, Shaam, Karthika Nair",Political thriller,UTV Motion Pictures
472,2015,Demonte Colony,Ajay Gnanamuthu,"Arulnithi, Ramesh Thilak, Sananth Reddy",Horror,Mohana Movies
473,2015,Kamara Kattu,Ramki Ramakrishnan,"Sree Raam, Yuvan, Manishajith, Raksha Raj",Drama,"Sree Daksha Innovations,Reves Creations"
474,2015,Nanbargal Narpani Mandram,Radha Bharathi,"Jainath, Akshaya",Drama,Sri Annamalaiyar Movies
475,2015,Siruvani,Ragunath,"Sanjay, Aishwari",Romance,Marudhamalai Films
476,2015,Thiranthidu Seese,M. Nimesh Varshan,"Dhansika, Veeravan Stalin, Narayan Lucky, Anjena Kirti",Thriller,Sudhas Production
477,2015,Vindhai,Laura,"Mahendran, Manishajith, M. S. Bhaskar, Manobala",Comedy,Annai Pudhumai Madha Films
478,2015,Iruvar Ondranal,Anbu G.,"P. R. Prabhu, Krithika Malini",Romance,Ramana Arts
479,2015,Masss,Venkat Prabhu,"Suriya, Nayantara, Pranitha, Parthiban, Samuthirakani",Supernatural thriller,Aadnah Arts
480,2015,Soan Papdi,Sivani,"Sri, Sahil, Niranjana, Priya",Comic thriller,Golden Movie Maker
481,2015,Buddhanin Sirippu,Victor Davidson,"Samuthirakani, Mahesh, Vivek, Mithra Kurian",Drama,Sakaria Productions
482,2015,Dhegam Sudukuthu,K. P. Ganesh,"Vijay Kumar, Kalyani",Adult,KCV Films
483,2015,Kaaka Muttai,M. Manikandan,"Vignesh, Ramesh, Aishwarya Rajesh",Comedy drama,Wunderbar FilmsGrass Root Film Company
484,2015,Kathamma,M. D. Sukumaran,"Biju, Aathira, Ashok Raj, Shivaji Mallika",Drama,Bougainvillea Films
485,2015,Puriyadha Anandam Puthithaga Arambam,Syed Ibrahim,"Krish, Srushti Dange",Romance,Rowther Films
486,2015,Inimey Ippadithan,Muruganand,"Santhanam, Ashna Zaveri, Akhila Kishore",Comedy,Handmade Films
487,2015,Romeo Juliet,Lakshman,"Jayam Ravi, Hansika Motwani",Romantic comedy,Madras Enterprises
488,2015,Achaaram,Mohan Krishna,"Ganesh Venkatraman, Munna, Poonam Kaur",Crime thriller,Dhaaru Nisha Movies
489,2015,Eli,Yuvaraj Dhayalan,"Vadivelu, Sadha, Pradeep Rawat",Spy comedy,City Cine Creations
490,2015,Iru Kadhal Oru Kadhai,P. Panneerselvam,"Jana, Anu Krishna",Romance,TJ Movies
491,2015,Iyakkunar,Rajath,"Rajath, Ashmitha, Risha, Shruti Swastika",Comedy,Jayalakshmi Golden Jubilee Films
492,2015,Indru Netru Naalai,Ravi Kumar R.,"Vishnu, Miya, Karunakaran",Science-fiction comedy,Thirukumaran Entertainment
493,2015,Kaaval,Nagendran R.,"Vimal, Samuthirakani, 'Punnagai Poo' Gheetha",Action,SG Films
494,2015,Lodukku Pandi,Rajneesh,"Karunas, Neha Saxena",Comedy,G Pictures
495,2015,Moone Moonu Varthai,Madhumitha,"Arjun Chidambaram, Aditi Chengappa, Venkatesh Harinathan",Romantic comedy,Capital Film Works
496,2015,Yagavarayinum Naa Kaakka,Sathya,"Aadhi, Nikki Galrani, Mithun Chakraborty, Richa Pallod",Action drama,Adharsha Chitralaya
497,2015,Baby,D. Suresh,"Manoj K. Bharathi, Shira Gaarg, Baby Sathanya, Srivarshini",Horror,RK Entertainers
498,2015,Oru Thozhan Oru Thozhi,P. Mohan,"Meenesh Krishna, Mano Deepan, Asthra, Abinitha",Romance,Ghantharvaa Celluloids Creators
499,2015,Palakkattu Madhavan,M. Chandramohan,"Vivek, Sonia Agarwal, Sheela",Comedy drama,ABC Dreams
500,2015,Papanasam,Jeethu Joseph,"Kamal Haasan, Gautami, Niveda Thomas, Asha Sarath",Drama-thriller,Wide Angle CreationsRaj Kumar Theatres
501,2015,Paranjothi,Gopu Balaji,"Sarathy Natesan, Ansiba Hassan, Vijayakumar",Drama,IPL Cinemas
502,2015,Baahubali: The Beginning,S. S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah",Epic / History,Arka Media Works
503,2015,Kamaraj,A. Balakrishnan,"Richard Madhuram, Samuthirakani, Sambathraj Sumant, Mahendran",Biography,Ramana Communications
504,2015,Ore Oru Raja Mokkaraja,Sathosh Gopal,"Sanjeev Kumar, Ranjith, Rajendran",Action,Devakala Films
505,2015,Maharani Kottai,Vinod Kumar,"Richard Rishi, Aani Princy, Ashwin Raja, Ganja Karuppu",Horror,Thanamalar Creations
506,2015,Miss Pannidatheenga Appuram Varuthapaduveenga,K. Saravanan,"Suresh Kumar, Pandiarajan, Livingston, Crane Manohar",Comedy,Jamna Films International
507,2015,Maari,Balaji Mohan,"Dhanush, Kajal Aggarwal, Vijay Yesudas",Action Masala,"Magic Frames,Wunderbar Films"
508,2015,Naalu Policeum Nalla Irundha Oorum,N. J. Srikrishna,"Arulnithi, Remya Nambeesan, Singampuli",Comedy,JSK Film Corporation
509,2015,Aavi Kumar,Kandeepan,"Udhaya, Kanika Tiwari",Supernatural thriller,Volmart Films
510,2015,Guru Sukran,Anand,"Guru, Kamalnath, Satna Titus, Tripura, Aadukalam Naren",Action,Guru Kamalam Associates
511,2015,Idhu Enna Maayam,A. L. Vijay,"Vikram Prabhu, Navdeep, Keerthy Suresh, Kavya Shetty",Romantic comedy,"Magic Frames,Think Big Studios"
512,2015,Orange Mittai,Biju Viswanath,"Vijay Sethupathi, Ramesh Thilak, Aashritha",Comedy drama,Vijay Sethupathi Productions
513,2015,Sakalakala Vallavan,Suraj,"Jayam Ravi, Trisha, Anjali, Soori",Masala,Lakshmi Movie Makers
514,2015,Azhage Illatha Azhagana Kathai,Swaminathan,Vijaya Prakash,Drama,SSS Creations
515,2015,Chandi Veeran,A. Sarkunam,"Atharvaa, Anandhi, Lal",Action,B. Studios
516,2015,Kalai Vendhan,R. K. Parasuram,"Ajay, Sanam Shetty, Kalabhavan Mani",Action drama,S. K. Films International
517,2015,Kurangu Kaila Poomalai,G. Krishna,"Praveen Kumar Rajendran, Jagadeesh, Gautham, Chandini, Gayathri, Nisha",Comedy,Sai Ameer Productions
518,2015,Vandha Mala,Igore,"Tamil, Sri Priyanka, Prasad",Comedy,S. Jayaradha Krishnan
519,2015,Akila Muthalam Vaguppu,Suresh Saran,"Thilaga Raj, Nazeer, Swathija",Romance,Thaaya Creations
520,2015,Nirayudham,M. B. Rajadurai,"Santhosh, Sharika",Thriller,SSN Creations
521,2015,Vaalu,Vijay Chander,"Silambarasan, Hansika Motwani, Santhanam",Romantic comedy,NIC Arts
522,2015,Vasuvum Saravananum Onna Padichavanga,M. Rajesh,"Arya, Tamannaah, Santhanam, Muktha Bhanu",Romantic comedy,The Show People
523,2015,Aluchatiyam,Premkumar,"Raghu, Ramya",Drama,Nisa Pictures
524,2015,Jigina,Nandha Periyasamy,"Vijay Vasanth, Sanyathara, Singampuli",Romantic comedy,Thirrupathi Brothers
525,2015,Adhibar,Surya Prakash,"Jeevan, Vidya Pradeep, Nandha, Richard Rishi",Action,Benn Consortium Studios
526,2015,Thakka Thakka,Sanjeev,"Vikranth, Aravinnd Singh, Rahul Venkat, Abhinaya, Leema Babu, Parvati Nirban",Action drama,Studio Versatile
527,2015,Thani Oruvan,M. Raja,"Jayam Ravi, Aravind Swamy, Nayantara",Action thriller,AGS Entertainment
528,2015,Bhanu,G. V. Seenu,"G. V. Seenu, Aishwarya Sant, Udhayaaraj",Drama,Kamal G Pictures
529,2015,Paayum Puli,Suseenthiran,"Vishal, Kajal Aggarwal, Samuthirakani",Action drama,Vendhar Movies
530,2015,Pokkiri Mannan,Ragomadhesh,"Sridhar, Spoorthi Suresh",Action,Srinidhi Films
531,2015,Savaale Samaali,Sathyasiva,"Ashok Selvan, Bindu Madhavi",Comedy,K Productions
532,2015,9 Thirudargal,Vijay Paramasivam,"Saran, Akansha Mohan, Y. G. Mahendra",Comedy,Golden House Creations
533,2015,Maanga,R. S. Raja,"Premgi Amaren, Advaitha, Leema Babu",Science fiction comedy,Dream Zone Movies
534,2015,Naanaage Naanillai,A. P. Rethinam,"Vijayabalan, Kamali",Drama,Thiru Neelakanda Vinayagar Pictures
535,2015,Strawberry,Pa. Vijay,"Pa. Vijay, Avani Modi, Yuvina Parthavi",Horror,Vil Makers
536,2015,Yatchan,Vishnuvardhan,"Arya, Kreshna, Deepa Sannidhi, Swathi Reddy",Action comedy,"Vishnuvardhan Pictures,UTV Motion Pictures"
537,2015,49-O,P. Arokiyadoss,"Goundamani, Guru Somasundaram, Vaidehi",Satire,Zero Rules Entertainment
538,2015,Maya,Ashwin Saravanan,"Nayantara, Aari, Amzath Khan, Lakshmi Priyaa Chandramouli",Horror,Potential Studios
539,2015,Trisha Illana Nayanthara,Adhik Ravichandran,"G. V. Prakash Kumar, Anandhi, Manisha Yadav",Adult comedy,Cameo Films
540,2015,Jippaa Jimikki,Ra. Raajasekar,"Krishik Divakar, Kushbu Prasad",Romantic comedy,3 Friends Production
541,2015,Kadhal Agathee,Shami Thirumalai,"Harikumar, Aisha Azim, Mamtha",Romance,Ramaiah Cine Creations
542,2015,Kirumi,Anucharan,"Kathir, Reshmi Menon, Charle, David Solomon Raja",Thriller,JPR Films
543,2015,Kuttram Kadithal,Bramma.,"Master Ajay, Radhika Prasidhha, Sai Rajkumar",Drama,"JSK Film Corporation,Chris Pictures"
544,2015,Thiruttu VCD,Sukumar,"Prabha, Sakshi Agarwal, Devadarshini",Comedy,VPA Medias
545,2015,Unakenna Venum Sollu,Srinath Ramalingam,"Deepak Paramesh, Jaqlene Prakash, Gunalan Morgan",Horror,Juna Pictures
546,2015,Puli,Chimbu Deven,"Vijay, Prabhu, Sudeep, Sridevi, Shruti Haasan, Hansika Motwani",Fantasy Horror,SKT Studios
547,2015,Dummy Tappasu,Ravi OS,"Praveen Prem, Ramya Pandian",Comedy,Yacht Ads
548,2015,Andhadhi,Ramesh Venkatraman,"Arjun Vijayaragavan, Anjena Kirti, Karthik Nagarajan, Sahithya Jagannathan, Bhargav Chakravarthy",Crime thriller,Dewdrop Pictures
549,2015,Kaththukkutti,R. Saravanan,"Narain, Soori, Srushti Dange",Romantic comedy,OWN Productions
550,2015,Masala Padam,Laxman Kumar,"Shiva, Bobby Simha, Gaurav, Laxmi Devy",Masala,Allin Pictures
551,2015,Sathuran,Rajeev Prasad,"Rajaji, Varsha Bollamma, Raju Easwaran",Action thriller,Kuberan Cinemas
552,2015,Athiradi,Mansoor Ali Khan,"Mansoor Ali Khan, Moumita Choudhury",Comedy,Raj Kannadi Films
553,2015,Maiem,Aditya Baskar,"Naveen Sanjai, Jai Quehaeni, Kumaran Thangarajan, Suhasinni Kumaran, Hashim Zain, Pooja Devariya",Thriller,Sketchbook Productions
554,2015,Marappaachi,K. S. Muthumanoharan,"G. Muruganandam, Suganya",Horror,Gems Pictures
555,2015,Sillunu Oru Payanam,R. Vishwa,"Sohaib, Navya",Romance,GN Medias
556,2015,Sivappu,Sathyasiva,"Naveen Chandra, Rupa Manjari, Rajkiran, Thambi Ramaiah",Drama,Muktha Films
557,2015,Thiraipada Nagaram,S. P. Gnanamozhi,"Muthu, Priya",Romance,"Udhyam Screens,Pasathai Movies"
558,2015,10 Enradhukulla,Vijay Milton,"Vikram, Samantha Ruth Prabhu",Road thriller,"Fox Star Studios,AR Muragadoss Productions"
559,2015,Naanum Rowdydhaan,Vignesh Shivan,"Vijay Sethupathi, Nayantara, Parthiban",Romantic comedy,Wunderbar Films
560,2015,Kubera Rasi,R. Radhakrishnan,"Roshan Basheer, Abhirami Suresh, Biju Isaac",Thriller,I & B Movies
561,2015,Apoorva Mahaan,Manimuthu,"Thalaivasal Vijay, Suman, Powerstar Srinivasan",Devotional,TNS Devar Films
562,2015,Adhyan,Ram Manoj Kumar,"Abimanyu Nallamuthu, Sakshi Agarwal",Action,Rathang Pictures
563,2015,Chikkiku Chikkikichu,N. Rajesh Kumar,"Anoop Ravindran, Mrudula Murali",Romance,NCR Movie Creations
564,2015,Illaignar Paasarai,Jayaraman Rithan,"Vijay Muralee, Anu Krishna",Drama,Freedom Aarts
565,2015,Kathirvel Kaaka,V. N. Premkumar,"Manoj Bharathiraja, Preethika Sri, Karunas",Action,Sri Kaliyamman Films
566,2015,Om Shanti Om,D. Surya Prabhakar,"Srikanth, Neelam Upadhyaya, Aadukalam Naren, Vinodhini",Horror drama,8 Point Entertainment
567,2015,Pallikoodam Pogamale,Jayasheelan,"Tejas, Aishwarya Raja, Ganesh Venkatraman, Srihari",Drama,Best Rolls
568,2015,Viraivil Isai,V. S. Praba,"Mahendran, Dhilip Roger, Sruthi Ramakrishnan, Arppana Prabhu",Drama,Thirumaruthi Pictures
569,2015,Iniya Ulavaga,J. Srinivasan,"Prabhu Saravanan, Kalki",Romance,Badhrakaliamman Films
570,2015,Kring Kring,Rahul,"Rohan, Kavya",Crime thriller,RPM Cinemas
571,2015,Uyirvarai Iniththaai,K.S.Thurai,"Vashanth Sellathurai, Narvini Dery",Romantic drama,Aprodigi Productions
572,2015,Injimarappa,Saga,"Sri Balaji, Sony Charishta",Romantic drama,Blue Hills Production
573,2015,Thoongaa Vanam,Rajesh M. Selva,"Kamal Haasan, Trisha, Prakash Raj, Kishore, Sampath Raj",Crime thriller,"Raaj Kamal Films International,Gokulam Films"
574,2015,Vedalam,Siva,"Ajith Kumar, Shruti Haasan, Lakshmi Menon",Action masala,Shri Sai Raam Creations
575,2015,Oru Naal Iravil,Anthony,"Sathyaraj, Yugi Sethu, Varun, Anumol, Kalyani Natarajan",Thriller drama,Think Big Studios
576,2015,Aaranyam,Kuberji,"Ram, Neeraja",Drama,Aaha Oho Productions
577,2015,144,G. Manikandan,"Shiva, Ashok Selvan, Oviya, Sruthi Ramakrishnan",Comedy,Thirukumaran EntertainmentAbi & Abi Studios
578,2015,Inji Iduppazhagi,Prakash Kovelamudi,"Anushka Shetty, Arya, Sonal Chauhan",Romantic comedy,PVP Cinema
579,2015,Uppu Karuvaadu,Radha Mohan,"Nandita, Karunakaran, Narayan",Comedy drama,First Copy PicturesNight Show Pictures
580,2015,Urumeen,Sakthivel Perumalsamy,"Bobby Simha, Kalaiyarasan, Reshmi Menon",Action thriller,Axess Film Factory
581,2015,Eetti,Ravi Arasu,"Adharvaa, Sri Divya, Jayaprakash",Action,Global Infotainment Pvt. Ltd
582,2015,Thiruttu Rail,Thirupathi,"Rakshan, Charan Selvam, Cathy",Action drama,SSS Movies
583,2015,Thanga Magan,Velraj,"Dhanush, Samantha, Amy Jackson",Family drama,Wunderbar FilmsGopuram Films
584,2015,Bhooloham,N. Kalyanakrishnan,"Jayam Ravi, Trisha, Nathan Jones",Sports drama,Aascar Films
585,2015,Pasanga 2,Pandiraj,"Suriya, Amala Paul, Bindu Madhavi, Karthik Kumar",Comedy drama,2D Entertainment
586,2015,Vellaiya Irukiravan Poi Solla Maatan,A. L. Abanindran,"Praveen Kumar, Shalini Vadnikatti, Sanam Shetty, Karthik Kumar",Comedy drama,Ignite Films
587,2014,Agadam,Mohamad Issack,"Tamizh, Srini Iyer, Sri Priyanka, Baskar",Horror,Last Bench Boys Productions
588,2014,Athimalai Muthupandi,Raghupathi,"Sarathi, Sopna, Maragatham, Manikkanan",Action,Krishnalaya Movies
589,2014,En Kadhal Pudhidhu,Maarishkumar,"Ram Sathya, Umashree, Namitha Pramod, Pandiarajan",Romance,Veera Movies
590,2014,Kathiyai Theetathe Buthiyai Theetu,Srikrishna,"Athava Ram, Priya, Manju",Drama,DSK Productions
591,2014,Mun Andhi Saaral,Devendiran,"Ansar, Anand, Murali, Nakshatra",Romance,Focus Pictures
592,2014,Namma Gramam,Mohan Sharma,"Nishan, Samvrutha Sunil, Nedumudi Venu, Sukumari",Drama,Gunachitra Movies
593,2014,Jilla,R. T. Neason,"Mohanlal, Vijay, Kajal Aggarwal, Mahat, Niveda Thomas",Action-masala,Super Good Films
594,2014,Veeram,Siva,"Ajith Kumar, Tamannaah, Vidharth, Bala, Pradeep Rawat",Action-masala,Vijaya Productions
595,2014,Kalavaram,Ramesh Selvan,"Sathyaraj, Tanikella Bharani, Ajay Reddy, Yasir",Action,Rithish Harish Movies
596,2014,Vidiyum Varai Pesu,A.B.Mugan,"Anith, Nanma, Vaidegi",Romance,A. M. Films Productions
597,2014,Goli Soda,Vijay Milton,"Sree Ram, Kishore, Pandi, Murugesh",Drama,Thirrupathi Brothers
598,2014,Ner Ethir,M.Jaya Pradeep,"Richard Rishi, Vidhya, Aiswarya, Parthy",Thriller,V. Creations
599,2014,Malini 22 Palayamkottai,Sripriya,"Nithya Menen, Krish J. Sathaar",Drama-thriller,Rajkumar Theaters
600,2014,Inga Enna Solluthu,Vincent Selva,"VTV Ganesh, Santhanam, Meera Jasmine",Comedy,VTV Productions
601,2014,Ninaithathu Yaaro,Vikraman,"Rejith Menon, Nimisha Suresh, Karthik Yogi, Azar",Romance,Abhishek Films
602,2014,Maalai Nera Pookkal,K.J.S,"Nagina, Kaviya, Jeni",Adult,Y Pictures
603,2014,Ninaivil Nindraval,Agasthiya Bharathi,"Ashwin Sekhar, Keerthi Chawla, Gayathri Venkatagiri",Action,Sri Sabari Movies
604,2014,Rummy,Balakrishnan,"Vijay Sethupathi, Aishwarya Rajesh, Inigo Prabhakaran, Gayathrie",Drama,JSK Film Corporation
605,2014,Kovalanin Kadhali,K. Arjunaraja,"Dileepkumar, Kiranmai, Navneet Kapoo",Romance,Good Day Films
606,2014,Pannaiyarum Padminiyum,Arun Kumar,"Vijay Sethupathi, Aishwarya Rajesh, Jayaprakash",Comedy-drama,Magicbox Films
607,2014,Pulivaal,Maarimuthu,"Vimal, Prasanna, Ananya, Iniya, Oviya",Thriller,Magic Frames
608,2014,Vu,Ashik,"Thambi Ramiah, Varun, Madhan, Neha",Comedy,Phoenix Pictures
609,2014,Chandra,Roopa Iyer,"Shriya Saran, Prem Kumar, Ganesh Venkatraman, Vivek",Fantasy-period,India Classic Arts & Narasimha Arts
610,2014,Idhu Kathirvelan Kadhal,S. R. Prabhakaran,"Udhayanidhi Stalin, Nayantara, Chaya Singh",Romantic comedy,Red Giant Movies
611,2014,Madhavanum Malarvizhiyum,Masil,"Ashwin Kumar, Sija Rose, Neeraja",Romance,Girija Productions
612,2014,Rettai Kadhir,Ramkishore,"Subbu, Sumitha, Pandiarajan",Romance,VNS Productions
613,2014,Aaha Kalyanam,Gokul,"Nani, Vaani Kapoor",Romantic comedy,Yash Raj Films
614,2014,Bramman,Socrates,"Sasikumar, Lavanya Tripathi, Santhanam",Masala,K Manju Cinemas
615,2014,Chithirai Thingal,R. Manikkam,"Kieran, Swathi, Ashwin, Rekha",Romance,Mayura Silver Screens
616,2014,Manaivi Amaivathellam,K. Umachithra,"Mohanraj, Rajeswari, Vinod Kumar, Subburaj",Drama,Sri Shanthai Durgai Amman Movies
617,2014,Nila Kaaikirathu,Prabhu,,Adult,Blue Whale International
618,2014,Venmegam,Ram-Laxman,"Vidharth, Ishara Nair, Jayashree Sivadas",Drama,Sujatha Sunitha Combines
619,2014,Amara,M. Jeevan,"Amaran, Sruthi Ramakrishnan, Ashish Vidyarthi",Action,TKM Films
620,2014,Panivizhum Malarvanam,P. James David,"Abhilash, Sanyathara, Varsha Ashwathi",Action,CTN & Raymax Media
621,2014,Thegidi,Ramesh,"Ashok Selvan, Janani Iyer",Thriller,Thirukumaran Entertainment
